,type,gene,strand,start,end,gene gc%,locus_tag
5590,gene,['ispH'],1,2596534,2597479,42.857142857142854,BSU_25160
5591,CDS,['ispH'],1,2596534,2597479,42.857142857142854,BSU_25160
5592,gene,['yqfO'],-1,2597501,2598623,43.85026737967914,BSU_25170
5593,CDS,['yqfO'],-1,2597501,2598623,43.85026737967914,BSU_25170
5594,gene,['trmK'],-1,2598615,2599266,46.85099846390169,BSU_25180
5595,CDS,['trmK'],-1,2598615,2599266,46.85099846390169,BSU_25180
5596,gene,['cccA'],-1,2599522,2599885,41.59779614325069,BSU_25190
5597,CDS,['cccA'],-1,2599522,2599885,41.59779614325069,BSU_25190
5598,gene,['sigA'],-1,2600213,2601329,42.473118279569896,BSU_25200
5599,CDS,['sigA'],-1,2600213,2601329,42.473118279569896,BSU_25200
5601,CDS,['dnaG'],-1,2601527,2603339,43.322295805739515,BSU_25210
5600,gene,['dnaG'],-1,2601527,2603339,43.322295805739515,BSU_25210
5602,gene,['antE'],1,2602978,2603275,44.78114478114478,BSU_25220
5603,CDS,['antE'],1,2602978,2603275,44.78114478114478,BSU_25220
5604,gene,['yqxD'],-1,2603372,2603867,38.98989898989899,BSU_25230
5605,CDS,['yqxD'],-1,2603372,2603867,38.98989898989899,BSU_25230
5606,gene,['ppsR'],-1,2604120,2604933,40.71340713407134,BSU_25240
5607,CDS,['ppsR'],-1,2604120,2604933,40.71340713407134,BSU_25240
5608,gene,['ccpN'],-1,2604958,2605597,44.44444444444444,BSU_25250
5609,CDS,['ccpN'],-1,2604958,2605597,44.44444444444444,BSU_25250
5610,gene,['glyS'],-1,2605729,2607769,44.2156862745098,BSU_25260
5611,CDS,['glyS'],-1,2605729,2607769,44.2156862745098,BSU_25260
5612,gene,['glyQ'],-1,2607761,2608649,45.27027027027027,BSU_25270
5613,CDS,['glyQ'],-1,2607761,2608649,45.27027027027027,BSU_25270
5614,gene,['tboG'],-1,2608731,2608906,46.85714285714286,BSU_misc_RNA_39
5615,misc_RNA,['tboG'],-1,2608731,2608906,46.85714285714286,BSU_misc_RNA_39
5617,CDS,['recO'],-1,2608945,2609713,39.453125,BSU_25280
5616,gene,['recO'],-1,2608945,2609713,39.453125,BSU_25280
5618,gene,['yqzL'],-1,2609749,2609893,34.02777777777778,BSU_25289
5619,CDS,['yqzL'],-1,2609749,2609893,34.02777777777778,BSU_25289
5620,gene,['era'],-1,2610040,2610946,43.15673289183223,BSU_25290
5621,CDS,['era'],-1,2610040,2610946,43.15673289183223,BSU_25290
5622,gene,['cdd'],-1,2610926,2611337,45.01216545012166,BSU_25300
5623,CDS,['cdd'],-1,2610926,2611337,45.01216545012166,BSU_25300
5625,CDS,['unpK'],-1,2611455,2611827,44.89247311827957,BSU_25310
5624,gene,['unpK'],-1,2611455,2611827,44.89247311827957,BSU_25310
5626,gene,['rnrY'],-1,2611807,2612281,43.459915611814345,BSU_25320
5627,CDS,['rnrY'],-1,2611807,2612281,43.459915611814345,BSU_25320
5628,gene,['pgpH'],-1,2612281,2614417,41.760299625468164,BSU_25330
5629,CDS,['pgpH'],-1,2612281,2614417,41.760299625468164,BSU_25330
5630,gene,['phoH'],-1,2614495,2615455,43.541666666666664,BSU_25340
5631,CDS,['phoH'],-1,2614495,2615455,43.541666666666664,BSU_25340
5633,CDS,['yqfD'],-1,2615451,2616648,40.852130325814535,BSU_25350
5632,gene,['yqfD'],-1,2615451,2616648,40.852130325814535,BSU_25350
5635,CDS,['yqfC'],-1,2616666,2616948,43.97163120567376,BSU_25360
5634,gene,['yqfC'],-1,2616666,2616948,43.97163120567376,BSU_25360
5636,gene,['yqfB'],-1,2617004,2617424,45.476190476190474,BSU_25370
5637,CDS,['yqfB'],-1,2617004,2617424,45.476190476190474,BSU_25370
5638,gene,['floA'],-1,2617448,2618444,47.59036144578313,BSU_25380
5639,CDS,['floA'],-1,2617448,2618444,47.59036144578313,BSU_25380
5640,gene,['nfeDA'],-1,2618465,2619779,46.42313546423135,BSU_25390
5641,CDS,['nfeDA'],-1,2618465,2619779,46.42313546423135,BSU_25390
5642,gene,['yqeY'],-1,2619909,2620356,40.939597315436245,BSU_25400
5643,CDS,['yqeY'],-1,2619909,2620356,40.939597315436245,BSU_25400
5644,gene,['rpsU'],-1,2620370,2620544,39.08045977011494,BSU_25410
5645,CDS,['rpsU'],-1,2620370,2620544,39.08045977011494,BSU_25410
5646,gene,['yqeW'],1,2620716,2621640,43.506493506493506,BSU_25420
5647,CDS,['yqeW'],1,2620716,2621640,43.506493506493506,BSU_25420
5648,gene,['mtaB'],-1,2621676,2623032,43.51032448377581,BSU_25430
5649,CDS,['mtaB'],-1,2621676,2623032,43.51032448377581,BSU_25430
5651,CDS,['rsmE'],-1,2623031,2623802,46.30350194552529,BSU_25440
5650,gene,['rsmE'],-1,2623031,2623802,46.30350194552529,BSU_25440
5652,gene,['prmA'],-1,2623824,2624760,43.05555555555556,BSU_25450
5653,CDS,['prmA'],-1,2623824,2624760,43.05555555555556,BSU_25450
5654,gene,['dnaJ'],-1,2624784,2625912,47.16312056737589,BSU_25460
5655,CDS,['dnaJ'],-1,2624784,2625912,47.16312056737589,BSU_25460
5656,gene,['surC'],1,2625951,2626042,32.967032967032964,BSU_misc_RNA_79
5657,misc_RNA,['surC'],1,2625951,2626042,32.967032967032964,BSU_misc_RNA_79
5659,CDS,['dnaK'],-1,2626111,2627947,44.11764705882353,BSU_25470
5658,gene,['dnaK'],-1,2626111,2627947,44.11764705882353,BSU_25470
5660,gene,['grpE'],-1,2627970,2628534,43.08510638297872,BSU_25480
5661,CDS,['grpE'],-1,2627970,2628534,43.08510638297872,BSU_25480
5662,gene,['hrcA'],-1,2628605,2629637,41.56976744186046,BSU_25490
5663,CDS,['hrcA'],-1,2628605,2629637,41.56976744186046,BSU_25490
5664,gene,['hemN'],-1,2629717,2630857,42.719298245614034,BSU_25500
5665,CDS,['hemN'],-1,2629717,2630857,42.719298245614034,BSU_25500
5666,gene,['lepA'],-1,2630909,2632748,46.927678085916256,BSU_25510
5667,CDS,['lepA'],-1,2630909,2632748,46.927678085916256,BSU_25510
5669,CDS,['yqxA'],-1,2632881,2633220,43.067846607669615,BSU_25520
5668,gene,['yqxA'],-1,2632881,2633220,43.067846607669615,BSU_25520
5671,CDS,['spoIIP'],-1,2633236,2634442,45.52238805970149,BSU_25530
5670,gene,['spoIIP'],-1,2633236,2634442,45.52238805970149,BSU_25530
5672,gene,['gpr'],-1,2634504,2635611,46.070460704607044,BSU_25540
5673,CDS,['gpr'],-1,2634504,2635611,46.070460704607044,BSU_25540
5674,gene,['rpsT'],1,2635814,2636081,40.074906367041194,BSU_25550
5675,CDS,['rpsT'],1,2635814,2636081,40.074906367041194,BSU_25550
5676,gene,['holA'],-1,2636095,2637139,41.66666666666667,BSU_25560
5677,CDS,['holA'],-1,2636095,2637139,41.66666666666667,BSU_25560
5678,gene,,-1,2637178,2637328,41.333333333333336,BSU_25565
5679,CDS,,-1,2637178,2637328,41.333333333333336,BSU_25565
5680,gene,['yqzM'],1,2637368,2637503,37.03703703703704,BSU_25569
5681,CDS,['yqzM'],1,2637368,2637503,37.03703703703704,BSU_25569
5682,gene,['comEC'],-1,2637542,2639873,44.48734448734449,BSU_25570
5683,CDS,['comEC'],-1,2637542,2639873,44.48734448734449,BSU_25570
5684,gene,['comEB'],-1,2639876,2640446,43.50877192982456,BSU_25580
5685,CDS,['comEB'],-1,2639876,2640446,43.50877192982456,BSU_25580
5686,gene,['comEA'],-1,2640512,2641130,45.9546925566343,BSU_25590
5687,CDS,['comEA'],-1,2640512,2641130,45.9546925566343,BSU_25590
5689,CDS,['comER'],1,2641213,2642035,43.18734793187348,BSU_25600
5688,gene,['comER'],1,2641213,2642035,43.18734793187348,BSU_25600
5690,gene,['yqeM'],-1,2642100,2642844,44.086021505376344,BSU_25610
5691,CDS,['yqeM'],-1,2642100,2642844,44.086021505376344,BSU_25610
5692,gene,['rsfS'],-1,2642840,2643197,43.69747899159664,BSU_25620
5693,CDS,['rsfS'],-1,2642840,2643197,43.69747899159664,BSU_25620
5694,gene,['yqeK'],-1,2643214,2643775,45.632798573975045,BSU_25630
5695,CDS,['yqeK'],-1,2643214,2643775,45.632798573975045,BSU_25630
5697,CDS,['nadD'],-1,2643764,2644334,42.280701754385966,BSU_25640
5696,gene,['nadD'],-1,2643764,2644334,42.280701754385966,BSU_25640
5698,gene,['yqeI'],-1,2644345,2644636,39.51890034364261,BSU_25650
5699,CDS,['yqeI'],-1,2644345,2644636,39.51890034364261,BSU_25650
5700,gene,['aroE'],-1,2644629,2645472,43.06049822064057,BSU_25660
5701,CDS,['aroE'],-1,2644629,2645472,43.06049822064057,BSU_25660
5702,gene,['rgpH'],-1,2645489,2646590,42.234332425068125,BSU_25670
5703,CDS,['rgpH'],-1,2645489,2646590,42.234332425068125,BSU_25670
5705,CDS,['yqeG'],-1,2646593,2647112,42.96724470134875,BSU_25680
5704,gene,['yqeG'],-1,2646593,2647112,42.96724470134875,BSU_25680
5707,misc_RNA,['sdaM'],-1,2647404,2647663,33.204633204633204,BSU_misc_RNA_80
5706,gene,['sdaM'],-1,2647404,2647663,33.204633204633204,BSU_misc_RNA_80
5708,gene,['sda'],1,2647455,2647614,30.81761006289308,BSU_25690
5709,CDS,['sda'],1,2647455,2647614,30.81761006289308,BSU_25690
5710,gene,['yqeF'],-1,2647919,2648651,43.30601092896175,BSU_25700
5711,CDS,['yqeF'],-1,2647919,2648651,43.30601092896175,BSU_25700
5712,gene,['cwlH'],-1,2648902,2649655,44.223107569721115,BSU_25710
5713,CDS,['cwlH'],-1,2648902,2649655,44.223107569721115,BSU_25710
5714,gene,['yqeD'],1,2649841,2650468,39.55342902711323,BSU_25720
5715,CDS,['yqeD'],1,2649841,2650468,39.55342902711323,BSU_25720
5717,CDS,['yqeC'],-1,2650486,2651380,45.19015659955257,BSU_25730
5716,gene,['yqeC'],-1,2650486,2651380,45.19015659955257,BSU_25730
5718,gene,['yqeB'],1,2651631,2652354,44.67496542185339,BSU_25740
5719,CDS,['yqeB'],1,2651631,2652354,44.67496542185339,BSU_25740
5720,gene,['nucB'],-1,2652386,2652797,51.09489051094891,BSU_25750
5721,CDS,['nucB'],-1,2652386,2652797,51.09489051094891,BSU_25750
5722,gene,['sigKn'],1,2652992,2653463,40.339702760084926,BSU_25760
5723,misc_feature,['sigKn'],1,2652992,2653463,40.339702760084926,BSU_25760
5725,CDS,['spoIVCA'],-1,2653370,2654873,37.192282102461746,BSU_25770
5724,gene,['spoIVCA'],-1,2653370,2654873,37.192282102461746,BSU_25770
5726,gene,['arsC'],-1,2655321,2655741,40.476190476190474,BSU_25780
5727,CDS,['arsC'],-1,2655321,2655741,40.476190476190474,BSU_25780
5728,gene,['arsB'],-1,2655752,2656793,36.119116234390006,BSU_25790
5729,CDS,['arsB'],-1,2655752,2656793,36.119116234390006,BSU_25790
5730,gene,['yqcK'],-1,2656815,2657256,36.054421768707485,BSU_25800
5731,CDS,['yqcK'],-1,2656815,2657256,36.054421768707485,BSU_25800
5732,gene,['arsR'],-1,2657316,2657634,33.64779874213836,BSU_25810
5733,CDS,['arsR'],-1,2657316,2657634,33.64779874213836,BSU_25810
5734,gene,['yqcI'],-1,2658005,2658770,36.60130718954248,BSU_25820
5735,CDS,['yqcI'],-1,2658005,2658770,36.60130718954248,BSU_25820
5736,gene,['rapE'],1,2659212,2660340,35.54964539007092,BSU_25830
5737,CDS,['rapE'],1,2659212,2660340,35.54964539007092,BSU_25830
5738,gene,['phrE'],1,2660329,2660464,37.03703703703704,BSU_25840
5739,CDS,['phrE'],1,2660329,2660464,37.03703703703704,BSU_25840
5741,CDS,['yqzI'],1,2660573,2660732,34.59119496855346,BSU_25850
5740,gene,['yqzI'],1,2660573,2660732,34.59119496855346,BSU_25850
5742,gene,['rttG'],1,2661101,2662697,38.59649122807017,BSU_25860
5743,CDS,['rttG'],1,2661101,2662697,38.59649122807017,BSU_25860
5744,gene,['rttF'],1,2662711,2663290,35.40587219343696,BSU_25870
5745,CDS,['rttF'],1,2662711,2663290,35.40587219343696,BSU_25870
5746,gene,,1,2663407,2663554,34.01360544217687,BSU_25875
5747,CDS,,1,2663407,2663554,34.01360544217687,BSU_25875
5748,gene,['yqxJ'],-1,2663550,2663913,32.78236914600551,BSU_25880
5749,CDS,['yqxJ'],-1,2663550,2663913,32.78236914600551,BSU_25880
5750,gene,['yqxI'],-1,2663928,2664408,38.54166666666667,BSU_25890
5751,CDS,['yqxI'],-1,2663928,2664408,38.54166666666667,BSU_25890
5752,gene,['cwlA'],-1,2664572,2665391,40.65934065934066,BSU_25900
5753,CDS,['cwlA'],-1,2664572,2665391,40.65934065934066,BSU_25900
5754,gene,['yqxH'],-1,2665435,2665858,35.69739952718676,BSU_25910
5755,CDS,['yqxH'],-1,2665435,2665858,35.69739952718676,BSU_25910
5757,CDS,['yqxG'],-1,2665902,2666796,40.380313199105146,BSU_25920
5756,gene,['yqxG'],-1,2665902,2666796,40.380313199105146,BSU_25920
5758,gene,['yqcE'],-1,2666883,2667048,38.78787878787879,BSU_25930
5759,CDS,['yqcE'],-1,2666883,2667048,38.78787878787879,BSU_25930
5760,gene,['yqcD'],-1,2667044,2667380,40.476190476190474,BSU_25940
5761,CDS,['yqcD'],-1,2667044,2667380,40.476190476190474,BSU_25940
5762,gene,['yqcC'],-1,2667389,2668490,38.23796548592189,BSU_25950
5763,CDS,['yqcC'],-1,2667389,2668490,38.23796548592189,BSU_25950
5765,CDS,['yqcB'],-1,2668492,2668765,36.996336996337,BSU_25960
5764,gene,['yqcB'],-1,2668492,2668765,36.996336996337,BSU_25960
5766,gene,['yqcA'],-1,2668761,2669340,44.559585492227974,BSU_25970
5767,CDS,['yqcA'],-1,2668761,2669340,44.559585492227974,BSU_25970
5768,gene,['yqbT'],-1,2669323,2670370,44.126074498567334,BSU_25980
5769,CDS,['yqbT'],-1,2669323,2670370,44.126074498567334,BSU_25980
5770,gene,['yqbS'],-1,2670362,2670788,42.48826291079813,BSU_25990
5771,CDS,['yqbS'],-1,2670362,2670788,42.48826291079813,BSU_25990
5772,gene,['yqbR'],-1,2670800,2671064,40.909090909090914,BSU_26000
5773,CDS,['yqbR'],-1,2670800,2671064,40.909090909090914,BSU_26000
5775,CDS,['yqbQ'],-1,2671060,2672041,42.91539245667686,BSU_26010
5774,gene,['yqbQ'],-1,2671060,2672041,42.91539245667686,BSU_26010
5776,gene,['yqbP'],-1,2672053,2672713,38.78787878787879,BSU_26020
5777,CDS,['yqbP'],-1,2672053,2672713,38.78787878787879,BSU_26020
5778,gene,['yqbO'],-1,2672705,2677463,43.23245060949979,BSU_26030
5779,CDS,['yqbO'],-1,2672705,2677463,43.23245060949979,BSU_26030
5780,gene,['yqbNc'],-1,2677465,2677657,40.10416666666667,BSU_26039
5781,misc_feature,['yqbNc'],-1,2677465,2677657,40.10416666666667,BSU_26039
5783,misc_feature,['yqbNn'],-1,2677656,2678094,40.63926940639269,BSU_26040
5782,gene,['yqbNn'],-1,2677656,2678094,40.63926940639269,BSU_26040
5784,gene,['txpA'],1,2678239,2678419,36.11111111111111,BSU_26050
5785,CDS,['txpA'],1,2678239,2678419,36.11111111111111,BSU_26050
5786,gene,['ratA'],-1,2678342,2678565,36.32286995515695,BSU_misc_RNA_81
5787,misc_RNA,['ratA'],-1,2678342,2678565,36.32286995515695,BSU_misc_RNA_81
5788,gene,['bsrH'],1,2678798,2678888,34.44444444444444,BSU_26055
5789,CDS,['bsrH'],1,2678798,2678888,34.44444444444444,BSU_26055
5790,gene,['asrH'],-1,2678875,2679014,45.32374100719424,BSU_misc_RNA_92
5791,misc_RNA,['asrH'],-1,2678875,2679014,45.32374100719424,BSU_misc_RNA_92
5793,CDS,['yqbM'],-1,2679141,2679585,42.11711711711711,BSU_26060
5792,gene,['yqbM'],-1,2679141,2679585,42.11711711711711,BSU_26060
5794,gene,['yqbK'],-1,2679587,2680988,42.68379728765168,BSU_26075
5795,CDS,['yqbK'],-1,2679587,2680988,42.68379728765168,BSU_26075
5796,gene,['yqzN'],-1,2680988,2681180,38.02083333333333,BSU_26089
5797,CDS,['yqzN'],-1,2680988,2681180,38.02083333333333,BSU_26089
5798,gene,['yqbJ'],-1,2681176,2681614,42.465753424657535,BSU_26090
5799,CDS,['yqbJ'],-1,2681176,2681614,42.465753424657535,BSU_26090
5800,gene,['yqbI'],-1,2681626,2682130,45.03968253968254,BSU_26100
5801,CDS,['yqbI'],-1,2681626,2682130,45.03968253968254,BSU_26100
5802,gene,['yqbH'],-1,2682126,2682489,41.04683195592286,BSU_26110
5803,CDS,['yqbH'],-1,2682126,2682489,41.04683195592286,BSU_26110
5804,gene,['yqbG'],-1,2682485,2682881,37.62626262626262,BSU_26120
5805,CDS,['yqbG'],-1,2682485,2682881,37.62626262626262,BSU_26120
5806,gene,['yqbF'],-1,2682884,2683196,34.93589743589743,BSU_26130
5807,CDS,['yqbF'],-1,2682884,2683196,34.93589743589743,BSU_26130
5808,gene,['yqbE'],-1,2683206,2684142,41.02564102564102,BSU_26140
5809,CDS,['yqbE'],-1,2683206,2684142,41.02564102564102,BSU_26140
5811,CDS,['yqbD'],-1,2684160,2685129,41.073271413828685,BSU_26150
5810,gene,['yqbD'],-1,2684160,2685129,41.073271413828685,BSU_26150
5812,gene,['yqbC'],-1,2685161,2685815,29.66360856269113,BSU_26160
5813,CDS,['yqbC'],-1,2685161,2685815,29.66360856269113,BSU_26160
5814,gene,['yqbB'],-1,2685855,2686773,42.70152505446623,BSU_26170
5815,CDS,['yqbB'],-1,2685855,2686773,42.70152505446623,BSU_26170
5816,gene,['yqbA'],-1,2686769,2688302,39.00848010437051,BSU_26180
5817,CDS,['yqbA'],-1,2686769,2688302,39.00848010437051,BSU_26180
5818,gene,['yqaT'],-1,2688305,2689601,41.28086419753087,BSU_26190
5819,CDS,['yqaT'],-1,2688305,2689601,41.28086419753087,BSU_26190
5820,gene,['yqaS'],-1,2689593,2690313,40.27777777777778,BSU_26200
5821,CDS,['yqaS'],-1,2689593,2690313,40.27777777777778,BSU_26200
5822,gene,['yqaR'],-1,2690380,2690845,27.311827956989248,BSU_26210
5823,CDS,['yqaR'],-1,2690380,2690845,27.311827956989248,BSU_26210
5824,gene,['yqaQ'],-1,2690988,2691444,40.131578947368425,BSU_26220
5825,CDS,['yqaQ'],-1,2690988,2691444,40.131578947368425,BSU_26220
5827,CDS,['yqaP'],1,2691641,2692571,32.043010752688176,BSU_26230
5826,gene,['yqaP'],1,2691641,2692571,32.043010752688176,BSU_26230
5828,gene,['yqaO'],-1,2692644,2692851,39.61352657004831,BSU_26240
5829,CDS,['yqaO'],-1,2692644,2692851,39.61352657004831,BSU_26240
5830,gene,['yqaN'],-1,2692932,2693361,42.42424242424242,BSU_26250
5831,CDS,['yqaN'],-1,2692932,2693361,42.42424242424242,BSU_26250
5832,gene,['yqzO'],-1,2693456,2693606,35.333333333333336,BSU_26259
5833,CDS,['yqzO'],-1,2693456,2693606,35.333333333333336,BSU_26259
5835,CDS,['sknM'],-1,2693596,2694538,40.12738853503185,BSU_26260
5834,gene,['sknM'],-1,2693596,2694538,40.12738853503185,BSU_26260
5836,gene,['yqaL'],-1,2694419,2695097,41.88790560471977,BSU_26270
5837,CDS,['yqaL'],-1,2694419,2695097,41.88790560471977,BSU_26270
5838,gene,['yqaK'],-1,2695172,2696027,40.23391812865497,BSU_26280
5839,CDS,['yqaK'],-1,2695172,2696027,40.23391812865497,BSU_26280
5840,gene,['yqaJ'],-1,2696029,2696989,40.3125,BSU_26290
5841,CDS,['yqaJ'],-1,2696029,2696989,40.3125,BSU_26290
5842,gene,['yqaI'],-1,2697094,2697289,37.94871794871795,BSU_26300
5843,CDS,['yqaI'],-1,2697094,2697289,37.94871794871795,BSU_26300
5845,CDS,,-1,2697248,2697422,39.08045977011494,BSU_26305
5844,gene,,-1,2697248,2697422,39.08045977011494,BSU_26305
5846,gene,['sknH'],-1,2697418,2697676,40.310077519379846,BSU_26310
5847,CDS,['sknH'],-1,2697418,2697676,40.310077519379846,BSU_26310
5848,gene,['yqaG'],-1,2697672,2698242,42.80701754385965,BSU_26320
5849,CDS,['yqaG'],-1,2697672,2698242,42.80701754385965,BSU_26320
5850,gene,['yqdA'],-1,2698315,2698456,40.42553191489361,BSU_26330
5851,CDS,['yqdA'],-1,2698315,2698456,40.42553191489361,BSU_26330
5853,CDS,['yqaF'],-1,2698485,2698716,35.4978354978355,BSU_26340
5852,gene,['yqaF'],-1,2698485,2698716,35.4978354978355,BSU_26340
5854,gene,['sknR'],1,2698892,2699243,35.8974358974359,BSU_26350
5855,CDS,['sknR'],1,2698892,2699243,35.8974358974359,BSU_26350
5856,gene,['yqaD'],-1,2699509,2699677,20.833333333333336,BSU_26360
5857,CDS,['yqaD'],-1,2699509,2699677,20.833333333333336,BSU_26360
5858,gene,['yqaC'],-1,2700032,2700569,37.243947858473,BSU_26370
5859,CDS,['yqaC'],-1,2700032,2700569,37.243947858473,BSU_26370
5860,gene,['yqaB'],1,2700837,2701356,35.067437379576106,BSU_26380
5861,CDS,['yqaB'],1,2700837,2701356,35.067437379576106,BSU_26380
5863,misc_feature,['sigKc'],1,2701337,2701754,42.92565947242206,BSU_26390
5862,gene,['sigKc'],1,2701337,2701754,42.92565947242206,BSU_26390
5864,gene,,1,2701753,2701870,39.31623931623932,BSU_26399
5865,CDS,,1,2701753,2701870,39.31623931623932,BSU_26399
5866,gene,['yrkS'],-1,2701978,2702143,41.21212121212121,BSU_26400
5867,CDS,['yrkS'],-1,2701978,2702143,41.21212121212121,BSU_26400
5868,gene,['psiE'],-1,2702687,2703104,38.84892086330935,BSU_26410
5869,CDS,['psiE'],-1,2702687,2703104,38.84892086330935,BSU_26410
5870,gene,['yrkQ'],-1,2703149,2704448,42.263279445727484,BSU_26420
5871,CDS,['yrkQ'],-1,2703149,2704448,42.263279445727484,BSU_26420
5872,gene,['yrkP'],-1,2704434,2705130,42.81609195402299,BSU_26430
5873,CDS,['yrkP'],-1,2704434,2705130,42.81609195402299,BSU_26430
5874,gene,['yrkO'],1,2705397,2706615,44.252873563218394,BSU_26440
5875,CDS,['yrkO'],1,2705397,2706615,44.252873563218394,BSU_26440
5876,gene,,1,2706533,2706782,40.16064257028113,BSU_26449
5877,CDS,,1,2706533,2706782,40.16064257028113,BSU_26449
5879,CDS,['yrkN'],1,2707126,2707684,39.60573476702509,BSU_26450
5878,gene,['yrkN'],1,2707126,2707684,39.60573476702509,BSU_26450
5881,CDS,['yrkL'],-1,2708174,2708699,39.80952380952381,BSU_26470
5880,gene,['yrkL'],-1,2708174,2708699,39.80952380952381,BSU_26470
5882,gene,['yrkK'],-1,2708942,2709419,30.398322851153043,BSU_26480
5883,CDS,['yrkK'],-1,2708942,2709419,30.398322851153043,BSU_26480
5884,gene,['yrkJ'],-1,2710001,2710787,37.27735368956743,BSU_26490
5885,CDS,['yrkJ'],-1,2710001,2710787,37.27735368956743,BSU_26490
5886,gene,['yrkI'],-1,2710847,2711075,39.473684210526315,BSU_26500
5887,CDS,['yrkI'],-1,2710847,2711075,39.473684210526315,BSU_26500
5888,gene,['yrkH'],-1,2711108,2712242,39.85890652557319,BSU_26510
5889,CDS,['yrkH'],-1,2711108,2712242,39.85890652557319,BSU_26510
5890,gene,['yrkF'],-1,2712576,2713134,39.60573476702509,BSU_26530
5891,CDS,['yrkF'],-1,2712576,2713134,39.60573476702509,BSU_26530
5892,gene,['yrkE'],-1,2713319,2713802,37.68115942028986,BSU_26540
5893,CDS,['yrkE'],-1,2713319,2713802,37.68115942028986,BSU_26540
5894,gene,['yrkD'],-1,2713948,2714140,40.10416666666667,BSU_26550
5895,CDS,['yrkD'],-1,2713948,2714140,40.10416666666667,BSU_26550
5897,misc_feature,['yrzM'],-1,2714230,2714548,32.075471698113205,BSU_26558
5896,gene,['yrzM'],-1,2714230,2714548,32.075471698113205,BSU_26558
5898,gene,['yrzN'],-1,2714589,2714805,31.01851851851852,BSU_26559
5899,misc_feature,['yrzN'],-1,2714589,2714805,31.01851851851852,BSU_26559
5900,gene,['yrkC'],-1,2714932,2715493,39.39393939393939,BSU_26560
5901,CDS,['yrkC'],-1,2714932,2715493,39.39393939393939,BSU_26560
5902,gene,,-1,2715509,2715686,29.943502824858758,BSU_26569
5903,CDS,,-1,2715509,2715686,29.943502824858758,BSU_26569
5905,CDS,['yrkB'],-1,2715718,2715865,42.17687074829932,BSU_26570
5904,gene,['yrkB'],-1,2715718,2715865,42.17687074829932,BSU_26570
5906,gene,['bltR'],-1,2716034,2716856,34.18491484184915,BSU_26580
5907,CDS,['bltR'],-1,2716034,2716856,34.18491484184915,BSU_26580
5908,gene,['blt'],1,2716972,2718175,38.985868661679135,BSU_26590
5909,CDS,['blt'],1,2716972,2718175,38.985868661679135,BSU_26590
5910,gene,['bltD'],1,2718343,2718802,33.98692810457516,BSU_26600
5911,CDS,['bltD'],1,2718343,2718802,33.98692810457516,BSU_26600
5912,gene,['yrkA'],-1,2718958,2720263,36.321839080459775,BSU_26610
5913,CDS,['yrkA'],-1,2718958,2720263,36.321839080459775,BSU_26610
5915,CDS,['yrzO'],-1,2720525,2720669,28.47222222222222,BSU_26619
5914,gene,['yrzO'],-1,2720525,2720669,28.47222222222222,BSU_26619
5916,gene,['yrdR'],-1,2720686,2721652,35.09316770186335,BSU_26620
5917,CDS,['yrdR'],-1,2720686,2721652,35.09316770186335,BSU_26620
5918,gene,['czcR'],1,2721777,2722644,38.4083044982699,BSU_26630
5919,CDS,['czcR'],1,2721777,2722644,38.4083044982699,BSU_26630
5920,gene,['yrdP'],-1,2722766,2723804,33.81502890173411,BSU_26640
5921,CDS,['yrdP'],-1,2722766,2723804,33.81502890173411,BSU_26640
5923,CDS,['czcD'],-1,2723891,2724827,38.24786324786324,BSU_26650
5922,gene,['czcD'],-1,2723891,2724827,38.24786324786324,BSU_26650
5924,gene,['yrdN'],-1,2725113,2725503,35.8974358974359,BSU_26660
5925,CDS,['yrdN'],-1,2725113,2725503,35.8974358974359,BSU_26660
5926,gene,['gltR'],1,2725836,2726727,39.95510662177329,BSU_26670
5927,CDS,['gltR'],1,2725836,2726727,39.95510662177329,BSU_26670
5928,gene,['yrdK'],-1,2726884,2727202,39.937106918238996,BSU_26680
5929,CDS,['yrdK'],-1,2726884,2727202,39.937106918238996,BSU_26680
5930,gene,['brnQ'],-1,2727159,2728482,39.07785336356765,BSU_26690
5931,CDS,['brnQ'],-1,2727159,2728482,39.07785336356765,BSU_26690
5933,CDS,['azlD'],-1,2728646,2728979,43.24324324324324,BSU_26700
5932,gene,['azlD'],-1,2728646,2728979,43.24324324324324,BSU_26700
5934,gene,['azlC'],-1,2728975,2729740,38.954248366013076,BSU_26710
5935,CDS,['azlC'],-1,2728975,2729740,38.954248366013076,BSU_26710
5936,gene,['azlB'],-1,2729752,2730226,36.28691983122363,BSU_26720
5937,CDS,['azlB'],-1,2729752,2730226,36.28691983122363,BSU_26720
5938,gene,['yrdF'],-1,2730559,2730835,33.33333333333333,BSU_26730
5939,CDS,['yrdF'],-1,2730559,2730835,33.33333333333333,BSU_26730
5940,gene,['cypA'],-1,2731106,2732339,39.09164639091646,BSU_26740
5941,CDS,['cypA'],-1,2731106,2732339,39.09164639091646,BSU_26740
5942,gene,['yrdDc'],-1,2732388,2732547,36.477987421383645,BSU_26748
5943,misc_feature,['yrdDc'],-1,2732388,2732547,36.477987421383645,BSU_26748
5944,gene,['yrdDm'],-1,2732546,2732747,35.32338308457712,BSU_26749
5945,misc_feature,['yrdDm'],-1,2732546,2732747,35.32338308457712,BSU_26749
5946,gene,['yrdDn'],-1,2732746,2732881,31.11111111111111,BSU_26750
